outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,27,NA,NA,-22.30645331715776,-103.39153684830951,58.77863021399399
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,27,NA,NA,-19.62961566466926,-102.54662776110187,63.28739643176337
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,27,NA,NA,-17.746322922725366,-99.37883975327688,63.886193907826154
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,28,NA,NA,-18.427695580186104,-102.64947473062377,65.79408357025153
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,28,NA,NA,-23.293528291615775,-106.96600748117088,60.37895089793935
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,28,NA,NA,-20.61669063912727,-106.11957468749004,64.8861934092355
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,28,NA,NA,-18.73339789718339,-102.95601453932493,65.48921874495814
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,29,NA,NA,-19.414770554644132,-106.22580585891252,67.39626474962425
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,29,NA,NA,-24.280603266073804,-110.54106446584734,61.979857933699726
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,29,NA,NA,-21.603765613585303,-109.69318599957307,66.48565477240248
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,29,NA,NA,-19.720472871641423,-106.53361215596505,67.0926664126822
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,30,NA,NA,-20.40184552910217,-109.8025950888306,68.99890403062625
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,30,NA,NA,-25.267678240531843,-114.11665612803677,63.581299646973086
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,30,NA,NA,-22.590840588043346,-113.26740432335524,68.08572314726854
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,30,NA,NA,-20.707547846099448,-110.11159541935928,68.69649972716039
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,31,NA,NA,-21.3889205035602,-113.37980646619066,70.60196545907026
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,31,NA,NA,-26.25475321498988,-117.6927411113501,65.18323468137035
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,31,NA,NA,-23.577915562501367,-116.8421813371814,69.68635021217867
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,31,NA,NA,-21.694622820557477,-113.68993271653557,70.3006870754206
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,32,NA,NA,-22.375995478018226,-116.95740404801911,72.20541309198268
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,32,NA,NA,-27.241828189447897,-121.26927601183424,66.78561963293843
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,32,NA,NA,-24.564990536959392,-120.4174711780556,71.28749010413682
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,32,NA,NA,-22.681697795015506,-117.26859490515152,71.90519931512051
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,33,NA,NA,-23.36307045247626,-120.535357343856,73.80921643890348
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,33,NA,NA,-28.228903163905933,-124.84622646390284,68.38842013609096
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,33,NA,NA,-25.55206551141743,-123.9932338204145,72.88910279757965
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,33,NA,NA,-23.668772769473552,-120.84755634232856,73.51001080338146
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,34,NA,NA,-24.350145426934283,-124.11363859332864,75.41334773946008
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,34,NA,NA,-29.215978138363955,-128.42355805011732,69.9916017733894
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,34,NA,NA,-26.53914048587545,-127.56943209566415,74.49115112391326
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,34,NA,NA,-24.65584774393156,-124.42679204829732,75.1150965604342
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,35,NA,NA,-25.337220401392308,-127.69222171093811,77.01778090815353
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,35,NA,NA,-30.20305311282198,-132.00124251684116,71.5951362911972
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,35,NA,NA,-27.526215460333475,-131.1460327678148,76.09360184714784
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,35,NA,NA,-25.6429227183896,-128.0062817296236,76.7204362928444
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,36,NA,NA,-26.32429537585034,-131.27108442402502,78.62249367232434
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,36,NA,NA,-31.190128087280012,-135.57925168242764,73.19899550786762
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,36,NA,NA,-28.513290434791507,-134.7230067322287,77.6964258626457
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,36,NA,NA,-26.629997692847617,-131.58600778202663,78.32601239633141
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,37,NA,NA,-27.311370350308387,-134.85020794625524,80.22746724563848
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,37,NA,NA,-32.177203061738055,-139.15756465964094,74.80315853616483
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,37,NA,NA,-29.500365409249554,-138.30032809239412,79.299597273895
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,37,NA,NA,-27.617072667305663,-135.16595182996946,79.93180649535812
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,38,NA,NA,-28.298445324766384,-138.4295751340545,81.83268448452174
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,38,NA,NA,-33.16427803619605,-142.7361615704304,76.4076054980383
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,38,NA,NA,-30.48744038370755,-141.87797443347313,80.90309366605804
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,38,NA,NA,-28.60414764176367,-138.74609904317558,81.53780375964823
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,39,NA,NA,-29.28552029922443,-142.00916438349964,83.43812378505079
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,39,NA,NA,-34.15135301065411,-146.31501829379192,78.01231227248368
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,39,NA,NA,-31.474515358165597,-145.45591876088218,82.506888044551
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,39,NA,NA,-29.591222616221707,-142.32643609686437,83.14399086442094
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,40,NA,NA,-30.272595273682477,-145.58896592045883,85.0437753730939
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,40,NA,NA,-35.13842798511216,-149.89411790035058,79.61726193012628
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,40,NA,NA,-32.46159033262363,-149.03414539709658,84.11096473184932
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,40,NA,NA,-30.578297590679753,-145.90694934378217,84.75035416242268
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,41,NA,NA,-31.259670248140495,-149.1689626320831,86.64962213580209
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,41,NA,NA,-36.12550295957017,-153.47344695740372,81.22244103826337
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,41,NA,NA,-33.44866530708167,-152.61263427027467,85.71530365611133
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,41,NA,NA,-31.56537256513779,-149.4876266800674,86.35688154979182
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,42,NA,NA,-32.24674522259852,-152.7491416351432,88.25565118994615
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,42,NA,NA,-37.11257793402819,-157.05298773096698,82.82783186291061
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,42,NA,NA,-34.4357402815397,-156.19136855537553,87.31988799229615
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,42,NA,NA,-32.55244753959581,-153.0684563847284,87.96356130553676
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,43,NA,NA,-33.233820197056566,-156.3294938041199,89.86185341000674
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,43,NA,NA,-38.099652908486235,-160.6327294488251,84.43342363185265
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,43,NA,NA,-35.42281525599775,-159.77033375948133,88.92470324748584
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,43,NA,NA,-33.53952251405386,-156.64943280124203,89.57038777313433
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,44,NA,NA,-34.22089517151458,-159.91000566734073,91.4682153243116
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,44,NA,NA,-39.086727882944245,-164.21265689754878,86.03920113166029
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,44,NA,NA,-36.40989023045576,-163.34951332272203,90.52973286181052
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,44,NA,NA,-34.52659748851187,-160.23054382082114,91.1773488437974
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,45,NA,NA,-35.207970145972624,-163.49066999025194,93.07472969830668
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,45,NA,NA,-40.07380285740229,-167.79276119141025,87.64515547660568
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,45,NA,NA,-37.396965204913805,-166.9288976380994,92.13496722827176
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,45,NA,NA,-35.513672462969915,-163.81178227086403,92.7844373449242
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,46,NA,NA,-36.195045120430606,-167.07147713166637,94.68138689080514
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,46,NA,NA,-41.060877831860275,-171.37303221898384,89.2512765552633
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,46,NA,NA,-38.38404017937179,-170.50847366596898,93.7403933072254
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,46,NA,NA,-36.5007474374279,-167.39314077466446,94.39164589980868
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,47,NA,NA,-37.18212009488867,-170.65241623933338,96.28817604955606
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,47,NA,NA,-42.04795280631832,-174.9534561951632,90.85755058252656
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,47,NA,NA,-39.371115153829834,-174.0882287928925,95.3459984852328
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,47,NA,NA,-37.487822411885944,-170.97460991428073,95.99896509050886
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,48,NA,NA,-38.169195069346685,-174.2334857143245,97.89509557563116
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,48,NA,NA,-43.03502778077637,-178.5340245952919,92.46396903373916
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,48,NA,NA,-40.35819012828788,-177.66815215133013,96.9517718947544
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,48,NA,NA,-38.47489738634399,-174.55618601676437,97.60639124407638
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,49,NA,NA,-39.15627004380472,-177.81467001966436,99.50212993205494
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,49,NA,NA,-44.02210275523437,-182.11473886399205,94.07053335352327
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,49,NA,NA,-41.34526510274589,-181.2482415610947,98.55771135560292
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,49,NA,NA,-39.461972360801994,-178.13786443656352,99.21391971495952
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,50,NA,NA,-40.14334501826274,-181.3959704160092,101.10928037948368
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,50,NA,NA,-45.009177729692425,-185.69557555364037,95.67722009425552
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,50,NA,NA,-42.33234007720394,-184.82847640779204,100.16379625338416
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,50,NA,NA,-40.44904733526005,-181.71963460039757,100.82153992987747
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,51,NA,NA,-41.1304199927208,-184.9773742669114,102.71653428146982
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,51,NA,NA,-45.99625270415045,-189.276543379846,97.28403797154508
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,51,NA,NA,-43.31941505166196,-188.40886045005655,101.77003034673264
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,51,NA,NA,-41.43612230971807,-185.30149646409956,102.4292518446634
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,52,NA,NA,-42.11749496717881,-188.558883517409,104.32389358305142
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,52,NA,NA,-46.98332767860849,-192.85762209291613,98.89096673569914
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,52,NA,NA,-44.30649002612,-191.9893763526526,103.3763963004126
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,52,NA,NA,-42.42319728417611,-188.88344233093017,104.03704776257791
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,53,NA,NA,-43.10456994163686,-192.140480983647,105.93134110037326
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,53,NA,NA,-47.970402653066515,-196.4388178969943,100.49801259086124
